regime,hr_true,hr_delivered,decode_success,energy_j,power_mw,latency_ms,reward,piv,u_pir,snr_db,arm
ppg_degraded,55.13895002861746,73.28834386368452,True,0.1198864,14.985800000000001,142.05,0.04454620398303947,0.5259523187193115,0.5259523187193115,19.08078167194579,K32_R20_local
ppg_degraded,64.20863039576598,84.78931140801646,False,0.1198864,14.985800000000001,142.05,-0.48140122328352386,0.5380650525481827,4.891452748125763e-06,6.062048386051968,K32_R20_local
ecg_missing,98.0764679123838,98.03921568627453,True,0.1198864,14.985800000000001,142.05,0.26740407628390467,0.7488101910201767,0.7488101910201767,17.485621951329943,K32_R20_local
ecg_degraded,84.92972216386207,86.03127082513276,True,0.1198864,14.985800000000001,142.05,-0.19484570723533337,0.6648057948097164,0.28656040750093864,6.77377083698891,K32_R20_local
ecg_degraded,55.64771853442395,65.71741511500548,False,0.1198864,14.985800000000001,142.05,-0.46701924517756926,0.5505012750016458,0.014386869558702697,6.457962060150243,K32_R20_local
ecg_missing,75.98761641418842,75.98784194528875,True,0.1198864,14.985800000000001,142.05,0.26788553701281687,0.7492916517490888,0.7492916517490888,19.258887137674233,K32_R20_local
ecg_degraded,78.74307788845005,78.99615275148658,True,0.1198864,14.985800000000001,142.05,0.18760177471921916,0.6690078894554912,0.6690078894554912,17.397827415526162,K32_R20_local
both_degraded,59.584334878224716,86.64526840847113,True,0.1198864,14.985800000000001,142.05,-0.03315373518853867,0.44825237954773334,0.44825237954773334,17.22562070047674,K32_R20_local
ppg_degraded,94.07462908455287,94.35625497186761,True,0.1198864,14.985800000000001,142.05,0.16475469733193884,0.6461608120682109,0.6461608120682109,19.930476844708423,K32_R20_local
ppg_degraded,56.82032119528421,69.71142955035012,True,0.1198864,14.985800000000001,142.05,0.1305320895362392,0.6119382042725112,0.6119382042725112,18.34873376183184,K32_R20_local
ppg_degraded,73.47369142973972,77.71920112312594,True,0.1198864,14.985800000000001,142.05,0.12182916220669562,0.6032352769429676,0.6032352769429676,16.913297020928837,K32_R20_local
ppg_missing,81.00441095728182,109.94764397905755,False,0.1198864,14.985800000000001,142.05,-0.481406114736272,0.7281622526828706,7.679645468984871e-31,4.9656336211134615,K32_R20_local
ecg_missing,75.83768122485067,75.84269662921348,True,0.1198864,14.985800000000001,142.05,0.2679514817517255,0.7493575964879975,0.7493575964879975,18.03845735062822,K32_R20_local
ecg_missing,85.20791428628844,85.22727272727275,True,0.1198864,14.985800000000001,142.05,0.2685616607801367,0.7499677755164087,0.7499677755164087,14.267210465255449,K32_R20_local
both_clean,94.27026723752961,94.24083769633508,True,0.1198864,14.985800000000001,142.05,0.2536096740491351,0.7350157887854071,0.7350157887854071,18.82384497147178,K32_R20_local
both_clean,107.3760352901659,107.37885462555063,True,0.1198864,14.985800000000001,142.05,0.25076779631899065,0.7321739110552626,0.7321739110552626,19.202433830094662,K32_R20_local
ppg_degraded,67.05206982492749,68.02977092299554,True,0.1198864,14.985800000000001,142.05,0.24755496973718208,0.7289610844734541,0.7289610844734541,16.294270146694704,K32_R20_local
ppg_missing,88.9128324247895,81.47495223898446,False,0.1198864,14.985800000000001,142.05,-0.4807118630165988,0.7224906573921615,0.0006942517196731813,6.258934409224545,K32_R20_local
ppg_missing,91.77295980020932,91.76863181312571,True,0.1198864,14.985800000000001,142.05,0.23859163211304493,0.7199977468493169,0.7199977468493169,19.86611407086793,K32_R20_local
both_degraded,67.56324494074923,70.89733408956609,True,0.1198864,14.985800000000001,142.05,0.21074665496750336,0.6921527697037754,0.6921527697037754,21.54101306780478,K32_R20_local
both_degraded,50.08940501053017,96.39572633576365,True,0.1198864,14.985800000000001,142.05,-0.030731815497930772,0.45067429923834124,0.45067429923834124,19.440919223711525,K32_R20_local
ecg_degraded,108.40761648598476,108.47107438016529,True,0.1198864,14.985800000000001,142.05,0.14532287989750306,0.6267289946337751,0.6267289946337751,18.113000103959273,K32_R20_local
ppg_missing,67.90407338101254,69.87577639751552,True,0.1198864,14.985800000000001,142.05,0.2541572765893237,0.7355633913255957,0.7355633913255957,16.596613190739145,K32_R20_local
ppg_degraded,68.8391601220602,74.23141069795477,True,0.1198864,14.985800000000001,142.05,0.09130642261815683,0.5727125373544288,0.5727125373544288,16.858218508031232,K32_R20_local
ecg_degraded,103.50266422670943,103.50318471337584,True,0.1198864,14.985800000000001,142.05,0.1889077594538278,0.6703138741900998,0.6703138741900998,14.790331896485673,K32_R20_local
ppg_missing,85.10977639345448,85.13931888544893,True,0.1198864,14.985800000000001,142.05,0.24866157585374207,0.7300676905900141,0.7300676905900141,16.178838554896668,K32_R20_local
ppg_degraded,78.27857991090988,103.9445628997868,False,0.1198864,14.985800000000001,142.05,-0.48140392644386404,0.7001889927290793,2.1882924079228335e-06,6.024195312842194,K32_R20_local
ecg_degraded,96.39662057892897,96.40396109222124,True,0.1198864,14.985800000000001,142.05,0.18692258022101974,0.6683286949572917,0.6683286949572917,14.390841144065615,K32_R20_local
ecg_degraded,51.82076045974827,69.72472693847587,True,0.1198864,14.985800000000001,142.05,0.045637666337210926,0.5270437810734829,0.5270437810734829,16.19509096984895,K32_R20_local
ppg_missing,92.41790573933741,92.49743062692704,True,0.1198864,14.985800000000001,142.05,0.24691405047362583,0.7283201652098978,0.7283201652098978,16.364210799061336,K32_R20_local
ppg_missing,72.45463000870825,72.42489270386267,True,0.1198864,14.985800000000001,142.05,0.2545735541400909,0.7359796688763629,0.7359796688763629,17.652966996561204,K32_R20_local
ppg_missing,55.45116281025547,57.5027382256298,True,0.1198864,14.985800000000001,142.05,0.26019984618277275,0.7416110032983791,0.7416059609190447,7.669724238649072,K32_R20_local
both_degraded,89.63000404567369,89.61947076020526,True,0.1198864,14.985800000000001,142.05,0.1385242696172703,0.6199303843535423,0.6199303843535423,19.733307034604117,K32_R20_local
ppg_missing,105.88783128448128,105.97826086956522,True,0.1198864,14.985800000000001,142.05,0.23084655549008296,0.7132899626213032,0.712252670226355,7.382884309718848,K32_R20_local
ppg_degraded,62.431470084860074,80.14727539228669,True,0.1198864,14.985800000000001,142.05,0.03448622381380121,0.5158923385500732,0.5158923385500732,15.924234985115353,K32_R20_local
ecg_missing,87.80541198712058,87.71929824561404,True,0.1198864,14.985800000000001,142.05,0.26765685426359426,0.7490629690024407,0.7490629689998662,8.231667687162915,K32_R20_local
ppg_missing,67.88978543944549,69.87577639751552,True,0.1198864,14.985800000000001,142.05,0.25225356203146204,0.733659676767734,0.733659676767734,17.302058922608655,K32_R20_local
ecg_missing,94.50540080415982,94.50171821305842,True,0.1198864,14.985800000000001,142.05,0.2675030110722156,0.7489091258084876,0.7489091258084876,15.28332816044756,K32_R20_local
ecg_degraded,93.32988848852705,93.93294717804355,True,0.1198864,14.985800000000001,142.05,0.13708416168853368,0.6184902764248057,0.6184902764248057,19.434458502344942,K32_R20_local
ecg_missing,63.12292547412827,63.10096153846154,True,0.1198864,14.985800000000001,142.05,0.26827371224547086,0.7496798269817428,0.7496798269817428,17.884344312372626,K32_R20_local
ecg_missing,99.79321245645875,59.4563986409966,False,0.1198864,14.985800000000001,142.05,-0.2266946789617074,0.7488907688152345,0.2547114357745646,6.730178920909883,K32_R20_local
ecg_degraded,89.4591326523946,89.38244853737812,True,0.1198864,14.985800000000001,142.05,0.14366091879817025,0.6250670335344423,0.6250670335344423,15.33252090399184,K32_R20_local
ppg_degraded,90.96793447162102,92.01359762030347,True,0.1198864,14.985800000000001,142.05,0.2413808088177737,0.7227869235540457,0.7227869235540457,17.409392010625922,K32_R20_local
both_degraded,99.2045450102321,62.89308176100629,False,0.1198864,14.985800000000001,142.05,-0.23823109433562434,0.6579377134320831,0.24317502040064767,6.744629661357536,K32_R20_local
ppg_missing,75.71437425790772,75.67264573991032,True,0.1198864,14.985800000000001,142.05,0.23961702134349008,0.7210231360797621,0.7210231360797621,15.464619107588417,K32_R20_local
ppg_degraded,95.52232766929514,52.14368482039397,False,0.1198864,14.985800000000001,142.05,-0.48140611439845277,0.7166853997832262,3.3781920508476684e-10,5.76783372591395,K32_R20_local
ecg_degraded,102.70881107997523,102.73972602739728,True,0.1198864,14.985800000000001,142.05,0.24525887246871972,0.7266649872049917,0.7266649872049917,19.083013892404505,K32_R20_local
ppg_missing,56.139195315324464,56.14973262032085,True,0.1198864,14.985800000000001,142.05,0.2573357157065625,0.7387418304428345,0.7387418304428345,17.580921235285093,K32_R20_local
both_degraded,100.98610024796923,101.71218239111037,True,0.1198864,14.985800000000001,142.05,0.049936720411321835,0.5313428351475938,0.5313428351475938,15.230208091669285,K32_R20_local
both_clean,73.6356399579401,73.64932308327285,True,0.1198864,14.985800000000001,142.05,0.2596561474753785,0.7410622622116505,0.7410622622116505,16.357562100098374,K32_R20_local
both_degraded,78.7810354107365,103.9445628997868,False,0.1198864,14.985800000000001,142.05,-0.43427703684960806,0.710743825527808,0.04712907788666392,6.534547740290238,K32_R20_local
ecg_degraded,58.78007418549191,76.01360311416364,True,0.1198864,14.985800000000001,142.05,0.034435488031798,0.51584160276807,0.51584160276807,19.28348361133992,K32_R20_local
ecg_degraded,91.90558069682561,91.89937110158161,True,0.1198864,14.985800000000001,142.05,0.23737442313877347,0.7187805378750455,0.7187805378750455,16.90430844454884,K32_R20_local
ppg_degraded,67.51871695927106,69.1580819280792,True,0.1198864,14.985800000000001,142.05,0.24360382685244278,0.7250099415887148,0.7250099415887148,16.96877617502698,K32_R20_local
ecg_degraded,102.26834898761535,102.6785960297749,True,0.1198864,14.985800000000001,142.05,0.13987026385542603,0.621276378591698,0.621276378591698,17.530563595225757,K32_R20_local
both_degraded,66.52246261688462,69.25399717908397,True,0.1198864,14.985800000000001,142.05,0.18471185995837971,0.6661179746946517,0.6661179746946517,17.569037829383497,K32_R20_local
ecg_degraded,83.7085831238534,84.3219061361281,True,0.1198864,14.985800000000001,142.05,0.18603497380970382,0.6674410885459758,0.6674410885459758,18.81834484117689,K32_R20_local
