policy,regime,n_windows,hr_mae_bpm,event_f1,pdr,mean_energy_j,mean_power_mw,mean_latency_ms,deadline_success_rate,power_cap_success_rate,mean_reward,mean_piv,mean_u_pir
Always-Edge,ppg_missing,200,2.418221619945906,0.9078014184397163,0.88,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,0.16720809333500014,0.7304102312946376,0.6467537882300683
Heuristic-Rule,both_clean,200,2.8938949217248013,0.8888888888888888,0.865,0.096893056,12.111632000000002,101.35935394285715,1.0,1.0,0.25980881035269104,0.7382130492198852,0.6474833874637308
Heuristic-Rule,both_degraded,200,12.792008201036442,0.8321167883211679,0.865,0.096893056,12.111632000000002,101.26031034285715,1.0,1.0,0.08423826992264903,0.5536519798857654,0.47190354489234493
Heuristic-Rule,ecg_degraded,200,7.343557371197797,0.4523809523809524,0.885,0.09731440000000001,12.164300000000003,101.88840142857146,1.0,1.0,0.15719167896425432,0.6277843710053415,0.5465609360723904
Heuristic-Rule,ecg_missing,200,3.1157492797821464,0.8872180451127819,0.885,0.09550864,11.938580000000002,99.35241874285715,1.0,1.0,0.2840643263705818,0.7492959571125978,0.6661454244718541
Heuristic-Rule,ppg_degraded,200,6.77885990748581,0.6470588235294118,0.89,0.095388256,11.923532000000002,100.61167211428572,1.0,1.0,0.18887119950611989,0.6485686729793403,0.5705172721884992
Heuristic-Rule,ppg_missing,200,3.076743760627046,0.8857142857142857,0.855,0.097194016,12.149252,101.86421051428572,1.0,1.0,0.24347583262876324,0.7304102312946376,0.6323635523557158
PIR-Contextual-Bandit (LinUCB),both_clean,200,3.8037259557364713,0.88,0.845,0.09069328000000003,11.336660000000002,109.62639691428572,1.0,1.0,0.2701237781798584,0.7382130492198852,0.6331480715203858
PIR-Contextual-Bandit (LinUCB),both_degraded,200,13.431279056891645,0.8028169014084507,0.845,0.09237865600000003,11.547332,109.77236468571431,1.0,1.0,0.08495231331348918,0.5536519798857654,0.45477392638912106
PIR-Contextual-Bandit (LinUCB),ecg_degraded,200,7.678490499737523,0.46511627906976744,0.87,0.09280000000000001,11.600000000000001,112.17671325714288,1.0,1.0,0.1642199091529415,0.6277843710053415,0.5357920143897384
PIR-Contextual-Bandit (LinUCB),ecg_missing,200,3.4278385110737957,0.8656716417910447,0.87,0.091776736,11.472092000000002,109.0561178857143,1.0,1.0,0.28486341839441826,0.7492959571125978,0.6522122322109394
PIR-Contextual-Bandit (LinUCB),ppg_degraded,200,7.402964512426482,0.6226415094339622,0.855,0.09153596800000002,11.441996000000001,109.40276531428572,1.0,1.0,0.18618769011022263,0.6485686729793403,0.5525827375583598
PIR-Contextual-Bandit (LinUCB),ppg_missing,200,3.672236001038576,0.8776978417266187,0.83,0.093883456,11.735432000000003,106.96398160000001,1.0,1.0,0.23078012684979826,0.7304102312946376,0.6063418777798525
