regime,hr_true,hr_delivered,decode_success,energy_j,power_mw,latency_ms,reward,piv,u_pir,snr_db,arm
both_degraded,64.11446472989064,114.82658227615063,True,0.08377120000000002,10.471400000000003,85.39689142857144,-0.01525443178569641,0.31983036821431676,0.31983036821431676,17.6676923906431,K32_R2_edge
ppg_degraded,64.02261715887522,77.82335993751454,True,0.1198864,14.985800000000001,122.26418285714286,0.0567108036191576,0.5515675147102864,0.536256498514226,7.170239034190164,K32_R20_edge
ecg_degraded,65.04921749816181,68.67010708470652,True,0.1198864,14.985800000000001,122.26418285714286,0.1509702052480455,0.6702835858936271,0.6305159001431139,7.101023128654278,K32_R20_edge
ecg_missing,67.96198286217958,67.95016987542469,True,0.08377120000000002,10.471400000000003,105.114,-0.025397264342910682,0.749424355979522,0.3096875356750045,8.03667472712988,K32_R2_local
ecg_degraded,85.88716512391375,90.65934065934067,False,0.1198864,14.985800000000001,122.26418285714286,-0.47713048284116094,0.6241164863034916,0.0024152120539073993,6.333423314364065,K32_R20_edge
ecg_missing,81.66626374244369,81.69934640522877,True,0.08377120000000002,10.471400000000003,85.39689142857144,0.41410573625000946,0.7491905362500226,0.7491905362500226,15.97704564011946,K32_R2_edge
ecg_missing,54.123056795048925,54.12371134020618,True,0.1198864,14.985800000000001,122.26418285714286,0.2702178703927291,0.7497635652877974,0.7497635652877974,19.799912698612935,K32_R20_edge
ecg_missing,75.2434374507339,75.25083612040133,True,0.1198864,14.985800000000001,122.26418285714286,-0.3715622795091426,0.7493083397463036,0.10798341538592568,6.612955656022878,K32_R20_edge
ppg_missing,105.79880809008571,106.9246435845214,True,0.08377120000000002,10.471400000000003,85.39689142857144,0.37254465718796026,0.7076294571879734,0.7076294571879734,16.749518572872105,K32_R2_edge
ecg_missing,106.37575078143242,106.32497273718649,True,0.08377120000000002,10.471400000000003,105.114,0.413967236354687,0.7490520363726022,0.7490520363726022,21.42249993462162,K32_R2_local
ecg_degraded,69.18033395003458,90.65934065934067,False,0.1198864,14.985800000000001,122.26418285714286,-0.4795456918853211,0.7178213258806581,3.009747238737012e-09,5.824437728974537,K32_R20_edge
both_clean,59.33241981768808,59.32203389830509,True,0.1198864,14.985800000000001,122.26418285714286,0.12482511375632044,0.7448310167182368,0.6043708086513888,6.971005369783194,K32_R20_edge
both_clean,67.56616516476983,68.54176195596582,True,0.1198864,14.985800000000001,142.05,0.2625473406192758,0.7465180183827361,0.7439534553555478,7.327249111338293,K32_R20_local
ppg_degraded,57.96069875010039,75.95624078881032,True,0.08377120000000002,10.471400000000003,105.114,0.1752447652042748,0.51032956522219,0.51032956522219,16.69236828053945,K32_R2_local
ecg_missing,65.51414509058377,68.25938566552901,True,0.1198864,14.985800000000001,122.26418285714286,0.2453903006851037,0.7496542988324633,0.7249359955801721,7.1553230753264305,K32_R20_edge
both_clean,105.4877374291313,105.51948051948055,True,0.08377120000000002,10.471400000000003,85.39689142857144,0.4001765200656261,0.7352613200656393,0.7352613200656393,14.391847016859332,K32_R2_edge
both_clean,102.62494199879484,102.62697755728438,True,0.08377120000000002,10.471400000000003,85.39689142857144,0.39780228787101135,0.7328870878710245,0.7328870878710245,19.694726725533464,K32_R2_edge
both_clean,77.13590395026768,109.20316264494613,False,0.1198864,14.985800000000001,122.26418285714286,-0.46887337266073215,0.740618984533569,0.01067232223433617,6.4154383906712775,K32_R20_edge
ppg_degraded,82.98762189221421,82.96784734495088,True,0.08377120000000002,10.471400000000003,85.39689142857144,0.3690526132855988,0.704137413285612,0.704137413285612,16.83149019410436,K32_R2_edge
