policy,regime,n_windows,hr_mae_bpm,event_f1,pdr,mean_energy_j,mean_power_mw,mean_latency_ms,deadline_success_rate,power_cap_success_rate,mean_reward,mean_piv,mean_u_pir
Always-Edge,both_clean,200,2.898677906817249,0.8455284552845529,0.865,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,0.15346741707087413,0.739093534158238,0.6330131119659425
Always-Edge,both_degraded,200,13.797285219975297,0.7272727272727273,0.85,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,-0.02079017141543826,0.5405213433639231,0.4587555234796301
Always-Edge,ecg_degraded,200,8.110919992463117,0.5925925925925926,0.855,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,0.05676285962450688,0.6280850585647103,0.5363085545195753
Always-Edge,ecg_missing,200,3.8091289751032082,0.8636363636363636,0.815,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,0.13514476931297817,0.7493127635421402,0.6146904642080464
Always-Edge,ppg_degraded,200,7.296070063354966,0.5882352941176471,0.86,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,0.07979466024953165,0.6433225829381096,0.5593403551446001
Always-Edge,ppg_missing,200,3.083569942346079,0.9271523178807947,0.875,0.11988639999999996,14.985800000000005,122.26418285714288,1.0,1.0,0.15258344676871982,0.7306707896221085,0.6321291416637881
Heuristic-Rule,both_clean,200,3.1210099327483,0.8455284552845529,0.86,0.09881920000000001,12.352400000000003,103.62090805714288,1.0,1.0,0.23530792744286275,0.739093534158238,0.6306777845810803
Heuristic-Rule,both_degraded,200,14.33039620106807,0.7175572519083969,0.83,0.097735744,12.216968000000001,103.49994314285715,1.0,1.0,0.057334633896667986,0.5405213433639231,0.44834275702691734
Heuristic-Rule,ecg_degraded,200,8.20828320914344,0.5794392523364486,0.855,0.099541504,12.442688000000002,105.44372548571428,1.0,1.0,0.13670863597138483,0.6280850585647103,0.5349863158076034
Heuristic-Rule,ecg_missing,200,3.8670055296673014,0.8615384615384616,0.805,0.10086572799999999,12.608216000000002,105.41464148571431,1.0,1.0,0.19914626665716967,0.7493127635421402,0.6027115435879342
Heuristic-Rule,ppg_degraded,200,7.660162417014483,0.5882352941176471,0.85,0.09851824,12.314780000000003,103.01700788571428,1.0,1.0,0.15480218654417505,0.6433225829381096,0.5489402969524328
Heuristic-Rule,ppg_missing,200,2.877102801387937,0.912751677852349,0.87,0.099541504,12.442688000000002,105.34456737142858,1.0,1.0,0.23133901107265564,0.7306707896221085,0.6296073887253926
PIR-Contextual-Bandit (LinUCB),both_clean,200,4.995437746377933,0.816,0.77,0.08611868800000001,10.764836000000003,92.23339377142857,1.0,1.0,0.21940614734610095,0.739093534158238,0.5638809012152413
PIR-Contextual-Bandit (LinUCB),both_degraded,200,15.558798840450438,0.6618705035971223,0.745,0.090512704,11.314088000000002,99.97452742857142,1.0,1.0,0.04453641499025263,0.5405213433639231,0.4066151481638076
PIR-Contextual-Bandit (LinUCB),ecg_degraded,200,8.89104868242191,0.5765765765765766,0.785,0.08967001600000002,11.208752000000004,97.24116531428572,1.0,1.0,0.13333282899226329,0.6280850585647103,0.49201290234810274
PIR-Contextual-Bandit (LinUCB),ecg_missing,200,5.349069762835306,0.828125,0.745,0.08864675200000001,11.080844000000003,97.57919445714286,1.0,1.0,0.18858534608030644,0.7493127635421402,0.543181660601333
PIR-Contextual-Bandit (LinUCB),ppg_degraded,200,9.163024349827328,0.5283018867924528,0.76,0.08864675200000002,11.080844000000003,95.40424325714287,1.0,1.0,0.14116924081077084,0.6433225829381096,0.49576555879015183
PIR-Contextual-Bandit (LinUCB),ppg_missing,200,5.024248253381604,0.87248322147651,0.785,0.09201750400000001,11.502188,101.2201756,1.0,1.0,0.20543981835170652,0.7306707896221085,0.5737144956894329
